Loaded: stinsen_step2_verify.prg @ $0D7E
Mem[$1000]: 4C 92 16 4C 06 10   (INIT)
Mem[$1003]: 4C 06 10 A9 00 2C   (PLAY)
Calling INIT @ $1000...
INIT done. SID regs:
[sid] registers: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
Running 300 frames via PLAY @ $1003...
frame,cycle,register,old_val,new_val
41,36580,osc2_pw_lo,$70,$60
41,36587,osc2_pw_hi,$84,$94
41,36845,osc1_pw_lo,$70,$60
41,36852,osc1_pw_hi,$84,$94
--- Frame 41: 6 SID changes ---
42,37182,osc3_pw_lo,$60,$50
42,37189,osc3_pw_hi,$94,$A4
42,37454,osc2_pw_lo,$60,$50
42,37461,osc2_pw_hi,$94,$A4
42,37686,osc1_pw_lo,$60,$50
42,37693,osc1_pw_hi,$94,$A4
--- Frame 42: 6 SID changes ---
43,38081,osc3_pw_lo,$50,$40
43,38088,osc3_pw_hi,$A4,$B4
43,38306,osc2_pw_lo,$50,$40
43,38313,osc2_pw_hi,$A4,$B4
43,38571,osc1_pw_lo,$50,$40
43,38578,osc1_pw_hi,$A4,$B4
--- Frame 43: 6 SID changes ---
44,38941,osc3_pw_lo,$40,$30
44,38948,osc3_pw_hi,$B4,$C4
44,39166,osc2_pw_lo,$40,$30
44,39173,osc2_pw_hi,$B4,$C4
44,39391,osc1_pw_lo,$40,$30
44,39398,osc1_pw_hi,$B4,$C4
--- Frame 44: 6 SID changes ---
45,39761,osc3_pw_lo,$30,$20
45,39768,osc3_pw_hi,$C4,$D4
45,39986,osc2_pw_lo,$30,$20
45,39993,osc2_pw_hi,$C4,$D4
45,40251,osc1_pw_lo,$30,$20
45,40258,osc1_pw_hi,$C4,$D4
--- Frame 45: 6 SID changes ---
46,40621,osc3_pw_lo,$20,$10
46,40628,osc3_pw_hi,$D4,$E4
46,40846,osc2_pw_lo,$20,$10
46,40853,osc2_pw_hi,$D4,$E4
46,41071,osc1_pw_lo,$20,$10
46,41078,osc1_pw_hi,$D4,$E4
--- Frame 46: 6 SID changes ---
47,41448,osc3_pw_lo,$10,$00
47,41455,osc3_pw_hi,$E4,$F4
47,41720,osc2_pw_lo,$10,$00
47,41727,osc2_pw_hi,$E4,$F4
47,41952,osc1_pw_lo,$10,$00
47,41959,osc1_pw_hi,$E4,$F4
--- Frame 47: 6 SID changes ---
48,42345,osc3_pw_lo,$00,$F0
48,42352,osc3_pw_hi,$F4,$03
48,42570,osc2_pw_lo,$00,$F0
48,42577,osc2_pw_hi,$F4,$03
48,42835,osc1_pw_lo,$00,$F0
48,42842,osc1_pw_hi,$F4,$03
--- Frame 48: 6 SID changes ---
49,43165,osc3_pw_lo,$F0,$E0
49,43172,osc3_pw_hi,$03,$13
49,43430,osc2_pw_lo,$F0,$E0
49,43437,osc2_pw_hi,$03,$13
49,43655,osc1_pw_lo,$F0,$E0
49,43662,osc1_pw_hi,$03,$13
--- Frame 49: 6 SID changes ---
50,44025,osc3_pw_lo,$E0,$D0
50,44032,osc3_pw_hi,$13,$23
50,44250,osc2_pw_lo,$E0,$D0
50,44257,osc2_pw_hi,$13,$23
50,44515,osc1_pw_lo,$E0,$D0
50,44522,osc1_pw_hi,$13,$23
--- Frame 50: 6 SID changes ---
51,44852,osc3_pw_lo,$D0,$C0
51,44859,osc3_pw_hi,$23,$33
51,45124,osc2_pw_lo,$D0,$C0
51,45131,osc2_pw_hi,$23,$33
51,45356,osc1_pw_lo,$D0,$C0
51,45363,osc1_pw_hi,$23,$33
--- Frame 51: 6 SID changes ---
52,45751,osc3_pw_lo,$C0,$B0
52,45758,osc3_pw_hi,$33,$43
52,45976,osc2_pw_lo,$C0,$B0
52,45983,osc2_pw_hi,$33,$43
52,46241,osc1_pw_lo,$C0,$B0
52,46248,osc1_pw_hi,$33,$43
--- Frame 52: 6 SID changes ---
53,46571,osc3_pw_lo,$B0,$A0
53,46578,osc3_pw_hi,$43,$53
53,46836,osc2_pw_lo,$B0,$A0
53,46843,osc2_pw_hi,$43,$53
53,47061,osc1_pw_lo,$B0,$A0
53,47068,osc1_pw_hi,$43,$53
--- Frame 53: 6 SID changes ---
54,47431,osc3_pw_lo,$A0,$90
54,47438,osc3_pw_hi,$53,$63
54,47656,osc2_pw_lo,$A0,$90
54,47663,osc2_pw_hi,$53,$63
54,47921,osc1_pw_lo,$A0,$90
54,47928,osc1_pw_hi,$53,$63
--- Frame 54: 6 SID changes ---
55,48251,osc3_pw_lo,$90,$80
55,48258,osc3_pw_hi,$63,$73
55,48516,osc2_pw_lo,$90,$80
55,48523,osc2_pw_hi,$63,$73
55,48741,osc1_pw_lo,$90,$80
55,48748,osc1_pw_hi,$63,$73
--- Frame 55: 6 SID changes ---
56,49118,osc3_pw_lo,$80,$70
56,49125,osc3_pw_hi,$73,$83
56,49350,osc2_pw_lo,$80,$70
56,49357,osc2_pw_hi,$73,$83
56,49622,osc1_pw_lo,$80,$70
56,49629,osc1_pw_hi,$73,$83
--- Frame 56: 6 SID changes ---
57,50015,osc3_pw_lo,$70,$60
57,50022,osc3_pw_hi,$83,$93
57,50240,osc2_pw_lo,$70,$60
57,50247,osc2_pw_hi,$83,$93
57,50465,osc1_pw_lo,$70,$60
57,50472,osc1_pw_hi,$83,$93
--- Frame 57: 6 SID changes ---
58,50835,osc3_pw_lo,$60,$50
58,50842,osc3_pw_hi,$93,$A3
58,51060,osc2_pw_lo,$60,$50
58,51067,osc2_pw_hi,$93,$A3
58,51325,osc1_pw_lo,$60,$50
58,51332,osc1_pw_hi,$93,$A3
--- Frame 58: 6 SID changes ---
59,51695,osc3_pw_lo,$50,$40
59,51702,osc3_pw_hi,$A3,$B3
59,51920,osc2_pw_lo,$50,$40
59,51927,osc2_pw_hi,$A3,$B3
59,52145,osc1_pw_lo,$50,$40
59,52152,osc1_pw_hi,$A3,$B3
--- Frame 59: 6 SID changes ---
60,52522,osc3_pw_lo,$40,$30
60,52529,osc3_pw_hi,$B3,$C3
60,52794,osc2_pw_lo,$40,$30
60,52801,osc2_pw_hi,$B3,$C3
60,53026,osc1_pw_lo,$40,$30
60,53033,osc1_pw_hi,$B3,$C3
--- Frame 60: 6 SID changes ---
61,53421,osc3_pw_lo,$30,$20
61,53428,osc3_pw_hi,$C3,$D3
61,53646,osc2_pw_lo,$30,$20
61,53653,osc2_pw_hi,$C3,$D3
61,53911,osc1_pw_lo,$30,$20
61,53918,osc1_pw_hi,$C3,$D3
--- Frame 61: 6 SID changes ---
62,54241,osc3_pw_lo,$20,$10
62,54248,osc3_pw_hi,$D3,$E3
62,54506,osc2_pw_lo,$20,$10
62,54513,osc2_pw_hi,$D3,$E3
62,54731,osc1_pw_lo,$20,$10
62,54738,osc1_pw_hi,$D3,$E3
--- Frame 62: 6 SID changes ---
63,55101,osc3_pw_lo,$10,$00
63,55108,osc3_pw_hi,$E3,$F3
63,55326,osc2_pw_lo,$10,$00
63,55333,osc2_pw_hi,$E3,$F3
63,55591,osc1_pw_lo,$10,$00
63,55598,osc1_pw_hi,$E3,$F3
--- Frame 63: 6 SID changes ---
64,55921,osc3_pw_lo,$00,$F0
64,55928,osc3_pw_hi,$F3,$02
64,56186,osc2_pw_lo,$00,$F0
64,56193,osc2_pw_hi,$F3,$02
64,56411,osc1_pw_lo,$00,$F0
64,56418,osc1_pw_hi,$F3,$02
--- Frame 64: 6 SID changes ---
65,56788,osc3_pw_lo,$F0,$E0
65,56795,osc3_pw_hi,$02,$12
65,57020,osc2_pw_lo,$F0,$E0
65,57027,osc2_pw_hi,$02,$12
65,57292,osc1_pw_lo,$F0,$E0
65,57299,osc1_pw_hi,$02,$12
--- Frame 65: 6 SID changes ---
66,57645,osc3_pw_lo,$E0,$D0
66,57652,osc3_pw_hi,$12,$22
66,57910,osc2_pw_lo,$E0,$D0
66,57917,osc2_pw_hi,$12,$22
66,58135,osc1_pw_lo,$E0,$D0
66,58142,osc1_pw_hi,$12,$22
--- Frame 66: 6 SID changes ---
67,58505,osc3_pw_lo,$D0,$C0
67,58512,osc3_pw_hi,$22,$32
67,58730,osc2_pw_lo,$D0,$C0
67,58737,osc2_pw_hi,$22,$32
67,58995,osc1_pw_lo,$D0,$C0
67,59002,osc1_pw_hi,$22,$32
--- Frame 67: 6 SID changes ---
68,59325,osc3_pw_lo,$C0,$B0
68,59332,osc3_pw_hi,$32,$42
68,59590,osc2_pw_lo,$C0,$B0
68,59597,osc2_pw_hi,$32,$42
68,59815,osc1_pw_lo,$C0,$B0
68,59822,osc1_pw_hi,$32,$42
--- Frame 68: 6 SID changes ---
69,60192,osc3_pw_lo,$B0,$A0
69,60199,osc3_pw_hi,$42,$52
69,60424,osc2_pw_lo,$B0,$A0
69,60431,osc2_pw_hi,$42,$52
69,60696,osc1_pw_lo,$B0,$A0
69,60703,osc1_pw_hi,$42,$52
--- Frame 69: 6 SID changes ---
70,61091,osc3_pw_lo,$A0,$90
70,61098,osc3_pw_hi,$52,$62
70,61316,osc2_pw_lo,$A0,$90
70,61323,osc2_pw_hi,$52,$62
70,61541,osc1_pw_lo,$A0,$90
70,61548,osc1_pw_hi,$52,$62
--- Frame 70: 6 SID changes ---
71,61911,osc3_pw_lo,$90,$80
71,61918,osc3_pw_hi,$62,$72
71,62176,osc2_pw_lo,$90,$80
71,62183,osc2_pw_hi,$62,$72
71,62401,osc1_pw_lo,$90,$80
71,62408,osc1_pw_hi,$62,$72
--- Frame 71: 6 SID changes ---
72,62781,osc3_pw_lo,$80,$70
72,62788,osc3_pw_hi,$72,$82
72,63016,osc2_pw_lo,$80,$70
72,63023,osc2_pw_hi,$72,$82
72,63291,osc1_pw_lo,$80,$70
72,63298,osc1_pw_hi,$72,$82
--- Frame 72: 6 SID changes ---
73,63633,osc3_pw_lo,$70,$80
73,63910,osc2_pw_lo,$70,$80
73,64147,osc1_pw_lo,$70,$80
--- Frame 73: 3 SID changes ---
74,64597,osc3_pw_lo,$80,$90
74,64946,osc2_pw_lo,$80,$90
74,65255,osc1_pw_lo,$80,$90
--- Frame 74: 3 SID changes ---
75,65711,osc3_pw_lo,$90,$A0
75,66039,osc2_pw_lo,$90,$A0
75,66327,osc1_pw_lo,$90,$A0
--- Frame 75: 3 SID changes ---
76,66706,osc3_pw_lo,$A0,$B0
76,67002,osc2_pw_lo,$A0,$B0
76,67338,osc1_pw_lo,$A0,$B0
--- Frame 76: 3 SID changes ---
77,67774,osc3_pw_lo,$B0,$C0
77,67999,osc2_pw_lo,$B0,$C0
77,68264,osc1_pw_lo,$B0,$C0
--- Frame 77: 3 SID changes ---
78,68601,osc3_pw_lo,$C0,$D0
78,68873,osc2_pw_lo,$C0,$D0
78,69105,osc1_pw_lo,$C0,$D0
--- Frame 78: 3 SID changes ---
79,69500,osc3_pw_lo,$D0,$E0
79,69725,osc2_pw_lo,$D0,$E0
79,69990,osc1_pw_lo,$D0,$E0
--- Frame 79: 3 SID changes ---
80,70320,osc3_pw_lo,$E0,$F0
80,70585,osc2_pw_lo,$E0,$F0
80,70810,osc1_pw_lo,$E0,$F0
--- Frame 80: 3 SID changes ---
81,71180,osc3_pw_lo,$F0,$00
81,71187,osc3_pw_hi,$82,$83
81,71405,osc2_pw_lo,$F0,$00
81,71412,osc2_pw_hi,$82,$83
81,71670,osc1_pw_lo,$F0,$00
81,71677,osc1_pw_hi,$82,$83
